"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Pipe_2.M_Pipe_2","0","0","54","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Glass_1.M_Glass_1","0","0","41","1","0.000000","0","0"
"/Game/EF_Edie/Common/Materials/Metal/brass_Mat.brass_Mat","0","0","64","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","0","448","3","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/CleanMetal_MasterMat.CleanMetal_MasterMat","0","0","64","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","108","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/BlackUnlitMaterial.BlackUnlitMaterial","0","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","64","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Window_1.M_Window_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_9.M_Wall_9","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_8.M_Wall_8","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_7.M_Wall_7","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_5.M_Wall_5","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Stool_1.M_Stool_1","0","31","4","1","27.934122","0","158"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_Box_1.M_Panel_Box_1","0","31","7","1","20.747911","0","125"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_4.M_Panel_4","0","31","8","1","18.133436","0","102"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","93","8","1","61.402580","0","706"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Pallet_2.M_Pallet_2","0","31","9","1","18.356085","0","107"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Overbed_Table.M_Overbed_Table","0","31","18","1","18.570652","0","89"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_MRI_Bed_1.M_MRI_Bed_1","0","31","10","1","18.222603","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_MRI_1.M_MRI_1","0","31","10","1","18.292597","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_2_A.M_Monitor_2_A","0","31","10","1","17.998144","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Glass_2.M_Glass_2","0","41","10","1","22.979424","0","172"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_4.M_Wall_4","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_3.M_Wall_3","0","0","33","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_2.M_Wall_2","0","0","33","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_1.M_Wall_1","0","0","33","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_14.M_Wall_14","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_13.M_Wall_13","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_12.M_Wall_12","0","0","33","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_11.M_Wall_11","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_10_Window_1.M_Wall_10_Window_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Wall_10.M_Wall_10","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Vital_Monitor_2.M_Vital_Monitor_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Vital_Monitor_1.M_Vital_Monitor_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Terminal_2.M_Terminal_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Tape_2.M_Tape_2","0","0","41","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Tape_1.M_Tape_1","0","0","44","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Table_1.M_Table_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Steel_1.M_Steel_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Rust_1.M_Rust_1","0","0","32","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_5.M_Panel_5","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","93","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_3.M_Panel_3","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_2.M_Panel_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Panel_1.M_Panel_1","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","93","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Othoscope_1.M_Othoscope_1","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","38","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","13","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Mouse_1.M_Mouse_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_2.M_Monitor_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_3.M_Monitor_3","0","0","31","1","0.000000","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","0","15","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_1_A.M_Monitor_1_A","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_1.M_Monitor_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Missle_Box_1.M_Missle_Box_1","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","10","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Missle_1_A.M_Missle_1_A","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Missle_1.M_Missle_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Metal_Fence_1.M_Metal_Fence_1","0","0","36","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Metal_3.M_Metal_3","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","17","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","17","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Medical_Curtain_Metal.M_Medical_Curtain_Metal","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Medical_Curtain_1.M_Medical_Curtain_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Mattress_1.M_Mattress_1","0","32","10","1","19.840712","0","117"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Infant_Warmer_1.M_Infant_Warmer_1","0","31","10","1","18.636969","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Infant_Scale_1.M_Infant_Scale_1","0","31","10","1","18.903311","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Gurney_Metal_1.M_Gurney_Metal_1","0","31","10","1","20.243843","0","112"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Wall_5.M_Elevator_Wall_5","0","31","11","1","19.841303","0","84"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","8","8","1","4.415461","0","8"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Wall_3.M_Elevator_Wall_3","0","31","11","1","20.345827","0","84"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Ceiling_1.M_Elevator_Ceiling_1","0","31","11","1","19.711164","0","84"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_1.M_Elevator_1","0","31","11","1","20.587080","0","84"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Door_2.M_Door_2","0","31","11","1","20.564264","0","84"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","1610","12","1","758.674683","0","113379"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","27","84","2","13.975925","0","89"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Light_3.M_Light_3","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Light_2.M_Light_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Keyboard.M_Keyboard","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Iv_1.M_Iv_1","0","0","33","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Gurney_Metal_2.M_Gurney_Metal_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Flash_Light_1.M_Flash_Light_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Wall_3_A.M_Elevator_Wall_3_A","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Wall_1.M_Elevator_Wall_1","0","0","31","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","10","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_Light_1_.M_Elevator_Light_1_","0","0","33","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","117","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","61","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Elevator_1_A.M_Elevator_1_A","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_EKG_Monitor_1.M_EKG_Monitor_1","0","0","31","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","0","10","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Door_Case_1.M_Door_Case_1","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","46","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","173","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Door_1.M_Door_1","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","225","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Decal_1.M_Decal_1","0","32","13","1","15.777795","0","90"
"/Game/EF_Edie/Shared/Characters/ShowerCurtain/ShowerCurtain_Mat.ShowerCurtain_Mat","0","0","70","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_Opaque_Mat.Master_Opaque_Mat","0","0","137","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_Masked_Mat.Master_Masked_Mat","0","0","167","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","0","938","7","0.000000","0","134"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Research_Wall_3.M_Research_Wall_3","0","0","62","2","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Decal_2_A.M_Decal_2_A","0","0","32","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Blood_1.M_Blood_1","0","32","13","1","15.957369","0","90"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","16","2","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","0","128","2","0.000000","0","128"
"/Game/EF_Edie/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","0","64","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_DFMasked_Mat.Master_DFMasked_Mat","0","0","283","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Water.M_Water","0","0","45","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Asphalt_3.M_Asphalt_3","0","0","54","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Monitor_Screen_1.M_Monitor_Screen_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/DecalPack/Materials/Master_Material/MM_Decal_1.MM_Decal_1","0","0","34","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","124","4","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Rock_Plaster_1.M_Rock_Plaster_1","0","0","58","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Master_Height_Rock_1.M_Master_Height_Rock_1","0","0","91","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Master_Concrete_Floor.M_Master_Concrete_Floor","0","0","54","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","0","906","6","0.000000","0","1963"
"/Game/EF_Edie/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","0","1415","5","0.000000","0","566"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Decal_1.M_Decal_1","0","0","128","4","0.000000","0","64"
"/Game/ResearchMegaPack/KiteDemo/Environments/Foliage/Grass/FieldGrass/M_FieldGrass_01.M_FieldGrass_01","0","0","312","3","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/Environment/M_Landscape_2.M_Landscape_2","0","206","936","11","121.708160","0","1160"
"/CompositePlane/M_CamProj.M_CamProj","0","0","84","5","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","0","196","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","43","90","6","20.602354","0","72"
"/Game/EF_Edie/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","0","156","2","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Decal_4.M_Decal_4","0","0","32","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Concrete_Door_2.M_Concrete_Door_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Concrete_Door_1.M_Concrete_Door_1","0","0","54","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Concrete_4.M_Concrete_4","0","0","58","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","10","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","47","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Steel_3.M_Steel_3","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Concrete_6.M_Concrete_6","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Colomn_4.M_Colomn_4","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","31","1","0.000000","0","0"
"/Game/EF_Edie/Common/MasterMaterial/Glass_MasterMat.Glass_MasterMat","0","94","107","2","53.016296","0","539"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","31","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","72","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","104","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","31","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","8","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Rock_2.M_Rock_2","0","56","13","1","32.363697","0","239"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","40","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","40","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Concrete_3.M_Concrete_3","0","0","58","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Asphalt_2.M_Asphalt_2","0","31","13","1","18.534275","0","88"
"/Game/ResearchMegaPack/ResearchFacility/Materials/M_Floor_4.M_Floor_4","0","32","13","1","19.830671","0","92"
"/Game/ResearchMegaPack/ResearchUnderground/Materials/MasterMaterial/M_Concrete_2.M_Concrete_2","0","56","13","1","32.311771","0","239"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Metal_13.M_Metal_13","0","54","13","1","28.597460","0","225"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Chasis_5.M_Chasis_5","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Road_Marking_1.M_Road_Marking_1","0","32","13","1","15.196432","0","90"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Metal_Detail_1.M_Metal_Detail_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Metal_Colomn_2.M_Metal_Colomn_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Metal_Cabinet_2.M_Metal_Cabinet_2","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Metal_Cabinet_1.M_Metal_Cabinet_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Stop_Sign_1.M_Stop_Sign_1","0","31","13","1","17.908098","0","88"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Tente_1.M_Tente_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Tank_Cover_1.M_Tank_Cover_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/ResearchCenter/Materials/M_Tank_1.M_Tank_1","0","0","31","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Strip_2.M_Strip_2","0","0","32","1","0.000000","0","0"
"/Game/ResearchMegaPack/SecretBase/Materials/M_Strip_1.M_Strip_1","0","0","44","1","0.000000","0","0"
